STATE OF DISPLACEMET,STATE CODE,LOCALITY OF DISPLACEMENT,LOCALITY_ CODE,IDPs,HHs,  SUDANESE  , NON SUDANESE,State_Of_Origin,IDPs_by_state_of_origin
East Darfur,SD05,Ad Du'ayn,SD05142,127570,25514,127570,0, White Nile,0
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, Aj Jazirah,0
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, Central Darfur,0
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, East Darfur,615
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, Khartoum,44625
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, North Darfur,0
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, North Kordofan,0
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, Sennar,0
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, South Darfur,3020
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, South Kordofan,0
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, West Darfur,0
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, West Kordofan,655
East Darfur,SD05,Adila,SD05139,48915,9783,48915,0, White Nile,0
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, Aj Jazirah,0
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, Central Darfur,0
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, East Darfur,12500
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, Khartoum,33750
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, North Darfur,0
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, North Kordofan,0
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, Sennar,0
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, South Darfur,7150
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, South Kordofan,0
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, West Darfur,0
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, West Kordofan,0
East Darfur,SD05,Al Firdous,SD05152,53400,10680,53400,0, White Nile,0
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, Aj Jazirah,200
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, Central Darfur,0
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, East Darfur,15500
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, Khartoum,10
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, North Darfur,0
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, North Kordofan,390
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, Sennar,0
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, South Darfur,4525
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, South Kordofan,0
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, West Darfur,0
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, West Kordofan,0
East Darfur,SD05,Assalaya,SD05163,20625,4125,20625,0, White Nile,0
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, Aj Jazirah,0
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, Central Darfur,0
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, East Darfur,15500
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, Khartoum,49420
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, North Darfur,0
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, North Kordofan,0
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, Sennar,0
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, South Darfur,2000
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, South Kordofan,0
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, West Darfur,0
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, West Kordofan,300
East Darfur,SD05,Bahr Al Arab,SD05160,67220,13424,67220,0, White Nile,0
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, Aj Jazirah,0
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, Central Darfur,0
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, East Darfur,2995
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, Khartoum,59555
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, North Darfur,6455
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, North Kordofan,0
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, Sennar,0
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, South Darfur,109930
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, South Kordofan,0
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, West Darfur,0
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, West Kordofan,0
East Darfur,SD05,Shia'ria,SD05148,178935,35787,178935,0, White Nile,0
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, Aj Jazirah,0
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, Central Darfur,0
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, East Darfur,3825
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, Khartoum,64335
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, North Darfur,830
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, North Kordofan,120
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, Sennar,0
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, South Darfur,8025
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, South Kordofan,0
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, West Darfur,0
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, West Kordofan,0
East Darfur,SD05,Yassin,SD05165,77135,15337,77135,0, White Nile,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, Aj Jazirah,265
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, Central Darfur,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, East Darfur,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, Khartoum,3530
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, North Darfur,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, North Kordofan,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, Sennar,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, South Darfur,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, South Kordofan,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, West Darfur,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, West Kordofan,0
Gedaref,SD12,Al Butanah,SD12073,3795,761,3795,0, White Nile,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, Aj Jazirah,44221
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, Central Darfur,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, East Darfur,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, Khartoum,24976
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, North Darfur,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, North Kordofan,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, Sennar,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, South Darfur,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, South Kordofan,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, West Darfur,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, West Kordofan,0
Gedaref,SD12,Al Fao,SD12074,69197,13668,68947,250, White Nile,0
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, Aj Jazirah,17494
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, Central Darfur,0
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, East Darfur,0
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, Khartoum,13996
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, North Darfur,262
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, North Kordofan,0
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, Sennar,0
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, South Darfur,0
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, South Kordofan,0
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, West Darfur,0
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, West Kordofan,0
Gedaref,SD12,Al Fashaga,SD12075,31752,6310,31752,0, White Nile,0
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, Aj Jazirah,5025
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, Central Darfur,0
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, East Darfur,0
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, Khartoum,11960
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, North Darfur,690
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, North Kordofan,350
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, Sennar,0
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, South Darfur,240
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, South Kordofan,0
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, West Darfur,0
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, West Kordofan,0
Gedaref,SD12,Al Galabat Al Gharbyah - Kassab,SD12078,18265,3693,18265,0, White Nile,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, Aj Jazirah,12235
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, Central Darfur,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, East Darfur,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, Khartoum,20970
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, North Darfur,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, North Kordofan,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, Sennar,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, South Darfur,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, South Kordofan,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, West Darfur,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, West Kordofan,0
Gedaref,SD12,Al Mafaza,SD12082,33205,6641,33205,0, White Nile,0
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, Aj Jazirah,10078
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, Central Darfur,0
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, East Darfur,0
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, Khartoum,20355
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, North Darfur,172
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, North Kordofan,0
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, Sennar,0
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, South Darfur,0
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, South Kordofan,0
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, West Darfur,0
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, West Kordofan,0
Gedaref,SD12,Al Qureisha,SD12076,30605,6121,30605,0, White Nile,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, Aj Jazirah,6275
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, Central Darfur,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, East Darfur,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, Khartoum,39280
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, North Darfur,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, North Kordofan,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, Sennar,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, South Darfur,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, South Kordofan,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, West Darfur,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, West Kordofan,0
Gedaref,SD12,AR Rahad,SD12084,45555,9111,45555,0, White Nile,0
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, Aj Jazirah,9122
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, Central Darfur,0
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, East Darfur,0
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, Khartoum,16295
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, North Darfur,433
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, North Kordofan,0
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, Sennar,0
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, South Darfur,55
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, South Kordofan,0
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, West Darfur,0
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, West Kordofan,0
Gedaref,SD12,Basundah,SD12077,25905,5072,25905,0, White Nile,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, Aj Jazirah,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, Central Darfur,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, East Darfur,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, Khartoum,12202
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, North Darfur,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, North Kordofan,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, Sennar,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, South Darfur,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, South Kordofan,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, West Darfur,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, West Kordofan,0
Gedaref,SD12,Gala'a Al Nahal,SD12079,12202,2440,12202,0, White Nile,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, Aj Jazirah,7645
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, Central Darfur,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, East Darfur,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, Khartoum,44925
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, North Darfur,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, North Kordofan,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, Sennar,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, South Darfur,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, South Kordofan,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, West Darfur,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, West Kordofan,0
Gedaref,SD12,Galabat Ash-Shargiah,SD12083,52570,10510,52570,0, White Nile,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, Aj Jazirah,17195
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, Central Darfur,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, East Darfur,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, Khartoum,111564
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, North Darfur,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, North Kordofan,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, Sennar,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, South Darfur,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, South Kordofan,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, West Darfur,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, West Kordofan,0
Gedaref,SD12,Madeinat Al Gedaref,SD12080,128759,25486,128759,0, White Nile,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, Aj Jazirah,5453
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, Central Darfur,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, East Darfur,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, Khartoum,19295
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, North Darfur,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, North Kordofan,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, Sennar,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, South Darfur,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, South Kordofan,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, West Darfur,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, West Kordofan,0
Gedaref,SD12,Wasat Al Gedaref,SD12081,24748,4855,17463,7285, White Nile,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, Aj Jazirah,5050
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, Central Darfur,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, East Darfur,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, Khartoum,47170
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, North Darfur,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, North Kordofan,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, Sennar,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, South Darfur,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, South Kordofan,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, West Darfur,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, West Kordofan,0
Kassala,SD11,Halfa Aj Jadeedah,SD11052,52220,10450,51520,700, White Nile,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, Aj Jazirah,43540
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, Central Darfur,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, East Darfur,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, Khartoum,79112
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, North Darfur,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, North Kordofan,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, Sennar,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, South Darfur,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, South Kordofan,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, West Darfur,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, West Kordofan,0
Kassala,SD11,Madeinat Kassala,SD11053,122652,24787,119482,3170, White Nile,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, Aj Jazirah,520
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, Central Darfur,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, East Darfur,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, Khartoum,1045
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, North Darfur,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, North Kordofan,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, Sennar,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, South Darfur,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, South Kordofan,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, West Darfur,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, West Kordofan,0
Kassala,SD11,Reifi Aroma,SD11055,1565,313,1565,0, White Nile,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, Aj Jazirah,20
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, Central Darfur,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, East Darfur,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, Khartoum,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, North Darfur,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, North Kordofan,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, Sennar,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, South Darfur,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, South Kordofan,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, West Darfur,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, West Kordofan,0
Kassala,SD11,Reifi Gharb Kassala,SD11054,20,4,20,0, White Nile,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, Aj Jazirah,470
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, Central Darfur,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, East Darfur,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, Khartoum,215
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, North Darfur,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, North Kordofan,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, Sennar,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, South Darfur,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, South Kordofan,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, West Darfur,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, West Kordofan,0
Kassala,SD11,Reifi Hamashkureib,SD11058,685,138,685,0, White Nile,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, Aj Jazirah,1145
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, Central Darfur,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, East Darfur,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, Khartoum,2620
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, North Darfur,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, North Kordofan,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, Sennar,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, South Darfur,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, South Kordofan,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, West Darfur,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, West Kordofan,0
Kassala,SD11,Reifi Kassla,SD11056,3765,748,3765,0, White Nile,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, Aj Jazirah,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, Central Darfur,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, East Darfur,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, Khartoum,8209
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, North Darfur,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, North Kordofan,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, Sennar,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, South Darfur,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, South Kordofan,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, West Darfur,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, West Kordofan,0
Kassala,SD11,Reifi Khashm Elgirba,SD11060,8209,1631,8209,0, White Nile,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, Aj Jazirah,850
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, Central Darfur,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, East Darfur,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, Khartoum,3217
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, North Darfur,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, North Kordofan,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, Sennar,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, South Darfur,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, South Kordofan,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, West Darfur,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, West Kordofan,0
Kassala,SD11,Reifi Nahr Atbara,SD11062,4067,831,4067,0, White Nile,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, Aj Jazirah,550
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, Central Darfur,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, East Darfur,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, Khartoum,3415
